id,read12,math12,hsgrad,inpse,catholic,read8,math8,female,race,white,black,hisp,api,nativam,parmar8,faminc8,fathed8,mothed8,fhowfar,mhowfar,fight8,0hw8,disrupt8,riskdrop8
4674882,44.48,49.72,1,1,1,53.78,50.27,1,white,1,0,0,0,0,married,$20000-$24999,junior coll,hs grad,coll grad,coll grad,never,0,0,0
4674884,53.84,54.47,1,1,1,52.93,54.31,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,junior coll,postsec ed,postsec ed,never,0,0,0
4674885,31.3,51.21,1,0,1,49.31,44.91,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,1,0,0
4674889,54.03,48.79,1,1,1,56.13,53.04,1,white,1,0,0,0,0,married,$15000-$19999,dont k0w,0t finish hs,coll grad,coll grad,never,0,0,0
4674899,50.09,47.64,1,1,1,54.91,51.49,1,white,1,0,0,0,0,divorced,$25000-$34999,0t finish hs,masters,postsec ed,postsec ed,never,0,0,1
4680304,56.2,57.4,1,1,1,69.15,55.56,0,white,1,0,0,0,0,married,35000-$49999,hs grad,coll grad,coll <4,coll grad,more than twice,0,1,0
4680307,47.83,51.1,1,1,1,45.06,48.94,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
4680314,59.54,61.62,1,1,1,60.01,59.59,0,white,1,0,0,0,0,married,$25000-$34999,junior coll,hs grad,coll grad,coll grad,never,0,0,1
4680316,64.05,59.85,1,1,1,59.93,57.56,1,white,1,0,0,0,0,married,$15000-$19999,hs grad,0t finish hs,coll grad,coll grad,never,0,0,0
4680322,60.89,43.01,1,1,1,49.12,44.27,1,white,1,0,0,0,0,married,$20000-$24999,dont k0w,0t finish hs,coll grad,coll grad,never,0,0,1
4680334,47.79,41.74,1,1,1,46.86,40.06,1,white,1,0,0,0,0,married,$15000-$19999,hs grad,hs grad,junior coll,junior coll,never,0,0,1
4680364,57.63,60.54,1,1,1,55.59,50.59,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,0
4680368,47.35,41.98,0,1,1,50.14,46.43,1,white,1,0,0,0,0,married,$5000-$7499,hs grad,hs grad,coll <4,coll <4,never,0,0,1
4680384,58.19,51.65,1,1,1,66.5,49.12,0,white,1,0,0,0,0,married,$10000-$14999,0t finish hs,0t finish hs,postsec ed,postsec ed,once or twice,0,1,1
4685722,52.12,55.69,1,1,1,48.72,61.12,0,white,1,0,0,0,0,married,35000-$49999,hs grad,dont k0w,coll <4,coll <4,once or twice,0,1,1
4685740,49.05,47.29,1,0,1,52.13,50.5,1,hispanic,0,0,1,0,0,married,$10000-$14999,dont k0w,coll <4,postsec ed,postsec ed,never,0,0,1
4685751,42.42,60.95,1,0,1,44.38,58.8,0,white,1,0,0,0,0,married,0ne,hs grad,hs grad,postsec ed,coll grad,never,0,0,2
4685754,59.94,58.96,1,1,1,55.96,58.38,0,hispanic,0,0,1,0,0,married,35000-$49999,dont k0w,dont k0w,postsec ed,postsec ed,never,0,0,1
4685784,42.72,47.49,1,1,1,43.75,48.11,0,hispanic,0,0,1,0,0,married,$10000-$14999,hs grad,hs grad,coll grad,coll grad,never,0,0,2
4686901,57.14,69.5,1,1,1,59.8,57.18,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,junior coll,coll grad,never,0,0,0
4686902,47.25,38.74,1,1,1,51.4,39.63,1,white,1,0,0,0,0,married,50000-$74999,coll <4,hs grad,coll grad,coll grad,never,0,0,0
4686909,34.94,37.83,1,0,1,43.55,39.47,0,hispanic,0,0,1,0,0,married,35000-$49999,dont k0w,dont k0w,coll <4,coll <4,never,0,0,1
4686915,53.66,42.98,1,1,1,54.91,40.48,1,white,1,0,0,0,0,married,35000-$49999,coll <4,hs grad,coll grad,coll grad,never,0,0,0
4686935,56.98,49.7,1,1,1,60.3,54.24,1,white,1,0,0,0,0,married,$20000-$24999,junior coll,junior coll,coll grad,coll grad,never,0,0,1
4686939,57.36,48.41,1,0,1,55.28,52.86,1,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,once or twice,0,1,0
4686941,50.17,53.23,1,1,1,44.79,47.77,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,coll grad,coll grad,postsec ed,never,0,0,0
4686959,59.1,45.49,1,1,1,57.25,43.42,1,white,1,0,0,0,0,married,$25000-$34999,0t finish hs,hs grad,coll grad,coll grad,never,0,0,0
4686969,55.92,45.79,1,1,1,60.57,39.57,1,white,1,0,0,0,0,married,50000-$74999,dont k0w,dont k0w,coll grad,coll grad,once or twice,0,1,0
4686977,61.52,45.38,1,0,1,46.79,40.59,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,junior coll,junior coll,more than twice,1,1,0
4686983,44.65,46.76,1,0,1,50.73,49.23,0,white,1,0,0,0,0,married,35000-$49999,junior coll,hs grad,postsec ed,postsec ed,once or twice,0,1,0
4686985,46.53,45.8,0,0,1,53.33,48.36,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,once or twice,1,1,0
4689107,64.46,64.26,1,1,1,60.03,61.47,1,white,1,0,0,0,0,married,50000-$74999,coll grad,doctorate,postsec ed,postsec ed,never,0,0,0
4689131,53.61,49.95,1,1,1,51.52,53.51,1,black,0,1,0,0,0,married,35000-$49999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,1
4689158,49.78,46.09,1,1,1,45.91,54.03,1,black,0,1,0,0,0,divorced,35000-$49999,dont k0w,masters,postsec ed,postsec ed,never,0,0,1
4689164,50.89,54.12,1,1,1,47.31,47.44,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
4691124,56.66,47.43,1,1,1,52.81,47.79,1,black,0,1,0,0,0,never married,$15000-$19999,hs grad,junior coll,junior coll,coll <4,never,0,0,1
4692201,56.34,39.99,1,1,1,62.78,42.8,1,ai,0,0,0,0,1,divorced,$25000-$34999,junior coll,masters,coll grad,coll grad,never,0,0,1
4692207,60.17,52.8,1,1,1,67.1,55.64,1,white,1,0,0,0,0,married,50000-$74999,coll grad,junior coll,postsec ed,postsec ed,never,0,0,0
4692208,63.84,53.52,1,1,1,69.15,58.98,1,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
4692209,53.04,60.2,1,1,1,70.55,54.34,1,white,1,0,0,0,0,married,35000-$49999,coll <4,coll <4,coll grad,coll grad,never,0,0,0
4692212,59.12,46.04,0,1,1,49.64,41.23,1,white,1,0,0,0,0,married,50000-$74999,coll grad,dont k0w,coll grad,coll grad,never,0,0,1
4692213,58.66,62.24,1,1,1,69.15,60.57,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
4692234,57.34,63.48,1,1,1,47.64,62.63,0,white,1,0,0,0,0,married,35000-$49999,coll grad,dont k0w,postsec ed,coll grad,never,0,0,0
4692238,57.69,60.04,1,1,1,67.53,49.58,0,white,1,0,0,0,0,married,50000-$74999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
4692241,59.33,69.12,1,1,1,67.29,65.76,0,white,1,0,0,0,0,married,$25000-$34999,masters,dont k0w,postsec ed,postsec ed,never,0,0,0
4692242,65.95,68.55,1,1,1,67.63,62.28,0,white,1,0,0,0,0,married,35000-$49999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
4692244,57.3,55.69,1,1,1,58.23,60.41,1,white,1,0,0,0,0,married,$25000-$34999,coll <4,junior coll,coll grad,coll grad,never,0,0,0
4692250,63.61,56.81,1,1,1,69.15,48.7,1,white,1,0,0,0,0,married,50000-$74999,coll grad,junior coll,postsec ed,postsec ed,never,0,0,0
4692251,45.48,39.67,1,0,1,40.37,39.26,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,coll grad,junior coll,junior coll,never,0,0,0
4692260,54.26,60.1,1,1,1,58.36,57.44,0,white,1,0,0,0,0,separated,$15000-$19999,hs grad,hs grad,coll grad,coll grad,never,0,0,1
4692273,63.73,61.52,1,1,1,63.72,58.22,1,white,1,0,0,0,0,divorced,$15000-$19999,coll grad,masters,postsec ed,postsec ed,never,0,0,2
4692274,61.74,60.88,1,1,1,70.55,60.48,1,white,1,0,0,0,0,divorced,$25000-$34999,coll grad,coll grad,postsec ed,postsec ed,never,0,0,1
4692278,56.37,49.09,1,1,1,66.5,51.69,1,white,1,0,0,0,0,married,50000-$74999,masters,coll <4,coll grad,coll grad,never,0,0,0
4692281,59.65,57.57,1,1,1,66.5,58.54,0,white,1,0,0,0,0,married,$25000-$34999,masters,coll grad,coll grad,coll grad,never,0,0,0
4692287,63.72,62.72,1,1,1,63.24,55.07,0,white,1,0,0,0,0,married,50000-$74999,junior coll,hs grad,coll grad,coll grad,never,0,0,0
4692288,52,48.46,1,1,1,44.48,53.35,0,white,1,0,0,0,0,married,35000-$49999,hs grad,junior coll,postsec ed,postsec ed,never,0,0,0
4692295,55.05,52.47,1,1,1,56.13,54.69,0,black,0,1,0,0,0,married,35000-$49999,coll <4,coll <4,postsec ed,postsec ed,never,0,0,1
4696654,52.19,45.94,1,1,1,61.39,43.48,1,black,0,1,0,0,0,married,$25000-$34999,hs grad,junior coll,postsec ed,postsec ed,once or twice,1,1,0
4696663,57.17,39.96,1,1,1,50.9,42.21,1,white,1,0,0,0,0,married,35000-$49999,junior coll,0t finish hs,coll grad,coll grad,never,1,0,0
4713009,66.79,67.87,1,1,1,66.31,75.43,0,white,1,0,0,0,0,married,50000-$74999,doctorate,doctorate,postsec ed,coll grad,once or twice,0,1,1
4713017,53.91,52.06,1,1,1,55.94,64.4,1,white,1,0,0,0,0,married,50000-$74999,masters,hs grad,coll grad,coll grad,never,0,0,0
4713028,64.6,66.94,1,1,1,65.31,73.33,0,white,1,0,0,0,0,married,50000-$74999,masters,junior coll,coll grad,coll grad,never,0,0,0
4713054,54.74,57.63,1,1,1,63.55,61.66,1,white,1,0,0,0,0,married,50000-$74999,hs grad,coll grad,postsec ed,postsec ed,never,0,0,0
4713058,48.22,47.81,1,0,1,57.95,49.66,1,white,1,0,0,0,0,married,50000-$74999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
4713063,66.81,62.74,1,1,1,70.55,61.47,1,white,1,0,0,0,0,married,35000-$49999,doctorate,junior coll,postsec ed,postsec ed,never,0,0,0
4713065,56.66,58.53,1,1,1,61.04,56.9,1,white,1,0,0,0,0,married,$25000-$34999,coll <4,dont k0w,coll grad,coll grad,never,0,0,0
4713075,67.36,68.83,1,1,1,67.63,68.59,1,white,1,0,0,0,0,married,35000-$49999,hs grad,coll grad,postsec ed,postsec ed,never,0,0,0
4713077,60.75,51.99,1,1,1,59.85,50.28,0,white,1,0,0,0,0,married,50000-$74999,coll grad,masters,postsec ed,postsec ed,never,0,0,0
4713085,40.77,42.73,1,1,1,43.61,48.05,1,white,1,0,0,0,0,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
4713091,61.43,59.16,1,1,1,69.15,63.35,1,white,1,0,0,0,0,married,50000-$74999,doctorate,coll <4,postsec ed,postsec ed,never,0,0,0
4713092,52.77,61.26,1,1,1,63.86,68.4,0,white,1,0,0,0,0,married,35000-$49999,doctorate,coll grad,postsec ed,postsec ed,never,0,0,0
4718402,54.03,59.84,1,1,1,58.45,54.98,0,api,0,0,0,1,0,married,35000-$49999,doctorate,doctorate,coll grad,postsec ed,never,0,0,0
4718408,56.28,57.82,1,1,1,52.09,66.21,0,white,1,0,0,0,0,married,50000-$74999,masters,masters,coll grad,coll grad,never,0,0,0
4718416,62.18,67,1,1,1,56.25,59.97,0,white,1,0,0,0,0,divorced,$20000-$24999,coll <4,coll <4,postsec ed,postsec ed,once or twice,0,1,2
4718423,52.82,64.09,1,1,1,51.25,56.85,0,ai,0,0,0,0,1,married,35000-$49999,coll grad,masters,coll grad,coll grad,once or twice,0,1,0
4718431,58.06,53.49,1,0,1,51.85,45.66,0,white,1,0,0,0,0,divorced,$10000-$14999,coll grad,coll grad,hs grad,coll <4,never,0,0,2
4718435,58.48,50.75,1,0,1,58.99,57.01,0,white,1,0,0,0,0,married,50000-$74999,hs grad,hs grad,postsec ed,postsec ed,once or twice,0,1,0
4718452,53.41,59.74,1,1,1,52.12,53.3,0,white,1,0,0,0,0,married,35000-$49999,coll grad,hs grad,coll grad,coll grad,never,0,0,0
4718456,42.03,55.24,1,1,1,44.5,56.96,0,white,1,0,0,0,0,married,35000-$49999,coll <4,hs grad,postsec ed,postsec ed,never,0,0,0
4718459,58.46,58.28,1,1,1,64.18,57.85,0,api,0,0,0,1,0,divorced,35000-$49999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,1
4718463,46.28,44.51,1,0,1,54.82,44.39,0,white,1,0,0,0,0,married,35000-$49999,dont k0w,dont k0w,postsec ed,postsec ed,never,0,0,0
4721731,57.91,63.32,1,1,1,60.39,75.04,1,white,1,0,0,0,0,divorced,50000-$74999,dont k0w,coll <4,coll grad,coll grad,never,0,0,1
4721741,53.85,61,1,1,1,48.94,50.89,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
4721744,43.08,54.31,1,1,1,54.37,55.57,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,coll grad,coll grad,coll grad,once or twice,0,1,0
4721745,52.87,54.61,1,1,1,60.82,52.74,0,white,1,0,0,0,0,married,35000-$49999,coll <4,hs grad,coll grad,coll grad,once or twice,0,1,0
4727018,36.6,51.92,1,0,1,44.49,52.63,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,coll <4,coll grad,coll grad,never,0,0,0
4727039,51.74,45.34,1,1,1,41.2,46.09,1,white,1,0,0,0,0,married,35000-$49999,masters,masters,postsec ed,postsec ed,never,0,0,0
4727049,53.04,62.43,1,1,1,59.3,54.4,1,white,1,0,0,0,0,married,50000-$74999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
4727052,61.96,47.83,1,1,1,70.55,53.28,0,white,1,0,0,0,0,married,35000-$49999,coll grad,hs grad,postsec ed,postsec ed,never,0,0,0
4727063,66.14,62.43,1,1,1,66.85,57.28,0,white,1,0,0,0,0,married,35000-$49999,coll grad,coll <4,postsec ed,postsec ed,never,0,0,0
4727076,43.53,63.56,1,1,1,45.26,53.85,0,white,1,0,0,0,0,married,$15000-$19999,coll <4,hs grad,coll <4,coll <4,never,0,0,0
4727078,56.63,50.94,1,1,1,55.37,52.95,1,white,1,0,0,0,0,married,$25000-$34999,doctorate,dont k0w,postsec ed,coll grad,never,0,0,0
4727083,59.88,55.42,1,0,1,41.39,51.17,0,white,1,0,0,0,0,married,$20000-$24999,junior coll,coll <4,coll grad,coll grad,never,0,0,0
4727085,60.8,68.61,1,1,1,70.55,69.24,1,white,1,0,0,0,0,married,35000-$49999,coll grad,hs grad,coll grad,coll grad,never,0,0,0
4727087,40.55,50.78,1,1,1,51.58,47.91,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
4727091,33.86,54.54,1,1,1,38.96,43.6,0,api,0,0,0,1,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,once or twice,0,1,0
4727095,65.61,68.14,1,1,1,64.17,66.1,0,white,1,0,0,0,0,married,50000-$74999,junior coll,junior coll,postsec ed,postsec ed,once or twice,0,1,0
4736814,65.3,64,1,1,1,60.68,62.64,1,white,1,0,0,0,0,married,50000-$74999,coll <4,coll <4,coll grad,coll grad,never,0,0,0
4736833,59.38,63.66,1,1,1,66.85,62.72,0,white,1,0,0,0,0,married,$20000-$24999,coll <4,masters,postsec ed,postsec ed,once or twice,0,1,0
4736839,58.66,64.39,1,1,1,60.32,64.34,1,white,1,0,0,0,0,married,35000-$49999,coll grad,dont k0w,coll grad,coll grad,never,0,0,0
4736842,63.11,58.68,1,1,1,67.17,63.42,1,white,1,0,0,0,0,married,35000-$49999,junior coll,junior coll,coll grad,coll grad,never,0,0,0
4736857,54.87,64.13,1,1,1,62.24,70.1,1,white,1,0,0,0,0,married,50000-$74999,masters,coll <4,postsec ed,postsec ed,never,0,0,0
4736867,68.09,68.19,1,1,1,62.03,59.08,0,white,1,0,0,0,0,married,35000-$49999,coll <4,coll grad,coll grad,coll grad,never,0,0,1
4736873,57.91,62.76,1,1,1,61.42,58.09,0,white,1,0,0,0,0,married,35000-$49999,coll grad,0t finish hs,coll grad,coll grad,once or twice,0,1,1
4736882,56.42,61.09,1,1,1,65.88,55.88,0,white,1,0,0,0,0,married,50000-$74999,0t finish hs,dont k0w,coll grad,coll grad,once or twice,0,1,0
4736897,63.33,64.57,1,1,1,61.24,64.44,1,white,1,0,0,0,0,married,35000-$49999,junior coll,coll grad,coll grad,coll grad,never,0,0,0
4737720,42.38,39.3,0,0,1,52.33,38.81,1,white,1,0,0,0,0,divorced,7500-$9999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,2
4737781,35.76,35.26,1,1,1,35.52,39.69,1,hispanic,0,0,1,0,0,married,$20000-$24999,dont k0w,doctorate,postsec ed,postsec ed,never,0,0,1
4744514,47.24,47.35,1,1,1,48.76,47.08,1,white,1,0,0,0,0,married,35000-$49999,0t finish hs,hs grad,postsec ed,postsec ed,never,0,0,0
4744537,47.18,47.04,1,1,1,50.65,41.04,1,white,1,0,0,0,0,married,$15000-$19999,0t finish hs,0t finish hs,postsec ed,postsec ed,never,0,0,1
4744552,64.93,65.11,1,1,1,67.1,60.76,1,white,1,0,0,0,0,married,35000-$49999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
4744567,61.49,52.49,1,1,1,64.06,52.67,1,white,1,0,0,0,0,married,$20000-$24999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
4744576,58.64,53.73,1,1,1,59.48,50.6,1,white,1,0,0,0,0,married,35000-$49999,coll <4,masters,coll grad,coll grad,never,0,0,0
4744594,61.13,61.11,1,1,1,61.22,56.08,1,white,1,0,0,0,0,married,50000-$74999,junior coll,coll <4,coll <4,coll <4,never,0,0,0
4758395,64.77,64.12,1,1,1,65.31,61.01,0,white,1,0,0,0,0,married,35000-$49999,masters,masters,postsec ed,postsec ed,never,0,0,0
5214123,60.28,56.39,1,1,1,55.49,49.81,1,hispanic,0,0,1,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,1
5214132,66.74,63.55,1,1,1,69.15,60.51,1,white,1,0,0,0,0,married,35000-$49999,hs grad,masters,coll grad,coll grad,never,0,0,0
5214161,54.18,46.76,1,1,1,45.71,48.56,0,hispanic,0,0,1,0,0,married,35000-$49999,coll <4,hs grad,coll grad,coll grad,never,1,0,0
5288835,38.76,42.57,1,1,1,38.56,36.13,0,hispanic,0,0,1,0,0,married,$10000-$14999,dont k0w,coll grad,postsec ed,coll grad,never,1,0,1
5288843,39.03,42.96,1,1,1,50.23,38.98,1,hispanic,0,0,1,0,0,separated,$20000-$24999,hs grad,hs grad,coll grad,postsec ed,never,1,0,1
5705507,58.62,62.35,1,1,1,56.49,65.54,0,white,1,0,0,0,0,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
5705576,54.74,65.3,1,1,1,64.33,63.34,0,white,1,0,0,0,0,married,50000-$74999,coll grad,coll grad,postsec ed,coll grad,never,0,0,0
5705586,52.34,54.34,1,1,1,52.06,48.43,0,white,1,0,0,0,0,married,50000-$74999,junior coll,hs grad,coll grad,coll grad,never,0,0,1
5705588,51.24,55.04,1,1,1,45.42,57.25,0,hispanic,0,0,1,0,0,married,50000-$74999,doctorate,doctorate,coll grad,coll grad,never,0,0,0
5705590,60.66,61.84,1,1,1,50.36,58.42,0,white,1,0,0,0,0,married,35000-$49999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
5705594,53.11,65.82,1,1,1,56.97,72.52,0,white,1,0,0,0,0,married,50000-$74999,coll grad,masters,postsec ed,coll grad,never,0,0,0
5705599,54.93,50.86,1,1,1,55.02,48.44,1,white,1,0,0,0,0,married,35000-$49999,coll <4,coll <4,postsec ed,postsec ed,never,0,0,0
5713600,56.6,61.39,1,1,1,43.17,58.66,0,white,1,0,0,0,0,married,50000-$74999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
5713606,64.92,59.97,1,0,1,61.04,61.39,0,hispanic,0,0,1,0,0,married,$20000-$24999,0t finish hs,junior coll,coll grad,coll grad,never,0,0,0
5713616,37.81,45.67,1,1,1,41.09,44.35,1,hispanic,0,0,1,0,0,married,50000-$74999,coll <4,junior coll,coll grad,coll grad,never,0,0,1
5713626,43.34,36.91,1,1,1,36.99,43.23,1,hispanic,0,0,1,0,0,married,35000-$49999,hs grad,hs grad,coll <4,coll <4,never,0,0,0
5713633,54.01,58.76,1,0,1,52.41,64.03,1,hispanic,0,0,1,0,0,separated,50000-$74999,hs grad,0t finish hs,postsec ed,coll grad,never,1,0,0
5713639,34.31,51.01,1,1,1,45.9,45.67,0,hispanic,0,0,1,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,once or twice,0,1,1
5713655,55.24,40.77,1,1,1,55.4,42.32,1,hispanic,0,0,1,0,0,married,$25000-$34999,0t finish hs,0t finish hs,coll <4,coll <4,never,0,0,1
5713667,56.59,55.03,1,1,1,63.05,62.83,1,white,1,0,0,0,0,married,50000-$74999,dont k0w,coll <4,postsec ed,postsec ed,never,0,0,0
5713673,35.54,56.39,1,1,1,46.64,53.04,1,hispanic,0,0,1,0,0,married,35000-$49999,0t finish hs,masters,coll <4,coll <4,never,0,0,0
5713676,59.76,67.59,1,1,1,52.37,62.47,0,hispanic,0,0,1,0,0,divorced,$20000-$24999,coll <4,coll <4,postsec ed,postsec ed,never,0,0,1
5713684,57.51,53.16,1,1,1,46.71,48.13,0,hispanic,0,0,1,0,0,married,35000-$49999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,0
5713692,41.77,36.55,1,1,1,47.04,43.14,1,hispanic,0,0,1,0,0,married,$20000-$24999,coll <4,hs grad,postsec ed,postsec ed,never,0,0,0
5773306,57.08,59.37,1,1,1,50.85,55.97,0,hispanic,0,0,1,0,0,married,50000-$74999,masters,coll grad,postsec ed,postsec ed,never,0,0,0
5773311,60.18,65.18,1,1,1,52.22,69.04,0,white,1,0,0,0,0,married,50000-$74999,masters,coll grad,coll grad,coll grad,never,0,0,0
5773326,62.09,58.67,1,1,1,69.15,62.89,1,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
5773338,48.86,48.98,1,1,1,69.15,64.43,0,api,0,0,0,1,0,married,$25000-$34999,hs grad,hs grad,junior coll,junior coll,never,0,0,2
5773348,58.44,54.34,1,1,1,57.14,58.13,0,white,1,0,0,0,0,married,35000-$49999,coll <4,coll <4,coll grad,coll grad,once or twice,0,1,0
5773355,58.04,64.57,1,1,1,70.55,72.73,1,white,1,0,0,0,0,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
5773364,60.01,64.41,1,1,1,57.8,64.13,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
5773377,62.32,67.71,1,1,1,60.45,66.96,0,white,1,0,0,0,0,married,$25000-$34999,junior coll,junior coll,postsec ed,postsec ed,never,0,0,0
5773381,52.3,64.18,1,1,1,58.54,63.88,0,api,0,0,0,1,0,married,35000-$49999,masters,masters,postsec ed,postsec ed,never,0,0,0
5773385,60.7,53.26,1,1,1,67.97,61.7,0,hispanic,0,0,1,0,0,married,50000-$74999,coll grad,dont k0w,coll grad,coll grad,once or twice,0,1,1
5773399,60.6,66.22,1,1,1,69.15,67.12,1,hispanic,0,0,1,0,0,married,50000-$74999,coll grad,hs grad,coll grad,postsec ed,never,0,0,1
5776716,67.69,70.05,1,1,1,63.55,62.02,1,api,0,0,0,1,0,married,35000-$49999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
5776717,63.41,58.13,0,0,1,65.64,65.84,1,hispanic,0,0,1,0,0,married,35000-$49999,junior coll,junior coll,postsec ed,postsec ed,never,0,0,0
5776719,63.68,61.64,1,1,1,51.96,52.36,1,white,1,0,0,0,0,married,$25000-$34999,masters,coll grad,coll grad,coll grad,never,0,0,1
5776726,65.4,51.52,1,1,1,48.13,46.7,1,hispanic,0,0,1,0,0,married,$25000-$34999,0t finish hs,hs grad,postsec ed,postsec ed,never,0,0,1
5776755,61.95,66.77,1,1,1,63.92,67.61,1,api,0,0,0,1,0,married,$25000-$34999,0t finish hs,hs grad,coll grad,coll grad,never,0,0,0
5776778,49.29,55.64,1,1,1,62.84,61.56,1,hispanic,0,0,1,0,0,married,$25000-$34999,0t finish hs,0t finish hs,postsec ed,postsec ed,never,0,0,0
6801207,50.23,46.92,0,1,0,46.15,47.18,0,white,1,0,0,0,0,separated,35000-$49999,junior coll,hs grad,coll grad,coll grad,never,1,0,1
6801280,45.04,36.55,0,0,0,46.27,35.99,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll <4,coll <4,never,1,0,0
6802318,57.26,39.74,1,0,0,47.2,42.42,1,black,0,1,0,0,0,married,$20000-$24999,0t finish hs,0t finish hs,junior coll,junior coll,never,0,0,2
6802327,65.88,60.98,1,1,0,70.55,51.34,1,white,1,0,0,0,0,married,$20000-$24999,dont k0w,hs grad,coll grad,coll grad,never,0,0,0
6802347,54.16,52.04,1,0,0,45.33,46.95,1,white,1,0,0,0,0,married,$20000-$24999,0t finish hs,hs grad,postsec ed,postsec ed,never,0,0,0
6803026,57.91,61.97,1,1,0,57.98,69.61,1,black,0,1,0,0,0,married,$25000-$34999,coll <4,coll <4,postsec ed,postsec ed,never,0,0,0
6803032,42.35,49.19,1,1,0,42.44,50.15,0,black,0,1,0,0,0,divorced,$10000-$14999,hs grad,0t finish hs,coll grad,coll grad,once or twice,0,1,4
6803046,56.57,52.27,1,1,0,62.42,53.99,1,black,0,1,0,0,0,divorced,$20000-$24999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
6803054,45.1,39.44,1,1,0,43.31,43.45,1,black,0,1,0,0,0,married,$20000-$24999,hs grad,hs grad,hs grad,postsec ed,never,0,0,0
6803089,54.15,44.94,1,0,0,49.84,52.94,0,black,0,1,0,0,0,married,$25000-$34999,coll grad,hs grad,postsec ed,postsec ed,once or twice,0,1,0
6803092,35.63,38.28,1,1,0,37.72,41.7,1,black,0,1,0,0,0,married,35000-$49999,0t finish hs,junior coll,coll grad,coll grad,never,1,0,1
6803805,65.68,68.58,1,1,0,65.01,70.69,1,white,1,0,0,0,0,divorced,$15000-$19999,doctorate,coll grad,coll grad,coll grad,never,0,0,1
6803811,53.82,60.85,1,1,0,52.17,61.36,0,white,1,0,0,0,0,married,35000-$49999,junior coll,hs grad,coll grad,coll grad,never,1,0,1
6803814,44.42,55.25,1,1,0,60.38,49.52,1,white,1,0,0,0,0,married,35000-$49999,masters,junior coll,coll grad,postsec ed,never,0,0,0
6803815,60.38,64.51,1,1,0,62.97,65.65,1,white,1,0,0,0,0,married,50000-$74999,masters,masters,postsec ed,postsec ed,never,0,0,0
6803827,52.38,60.69,1,0,0,35.28,58.98,0,white,1,0,0,0,0,married,35000-$49999,hs grad,0t finish hs,junior coll,junior coll,never,1,0,0
6803837,54.01,61.74,1,1,0,56.11,60.38,0,white,1,0,0,0,0,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,never,0,0,1
6803838,36.21,43.54,1,1,0,58.49,38.89,0,white,1,0,0,0,0,married,35000-$49999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
6803854,55.77,62.3,1,1,0,42.3,55,0,white,1,0,0,0,0,separated,$15000-$19999,hs grad,junior coll,postsec ed,postsec ed,never,0,0,1
